1
2
3
4
5,4
6,5
7,6
8,7
9
10
11,10
12,11
13
14
15,14
16,15
17
18
19,18
20,19
21,20
22,21
23
24
25,24
26,25
27,26
28,27
29,28
30,29
31,30
32,31
33,32
34,33
35,34
36,35
37,36
