0,GLOBAL,/home/labaccount/7-11-17/mlsa/test/test3/ex5.c,fopen,<ex4.py>,<r>
1,GLOBAL,/home/labaccount/7-11-17/mlsa/test/test3/ex5.c,PyDict_New
2,GLOBAL,/home/labaccount/7-11-17/mlsa/test/test3/ex5.c,PyDict_SetItemString,my_dict-15,<key1>,'Py_BuildValue'
3,GLOBAL,/home/labaccount/7-11-17/mlsa/test/test3/ex5.c,PyDict_SetItemString,my_dict-17,<key2>,'Py_BuildValue'
4,GLOBAL,/home/labaccount/7-11-17/mlsa/test/test3/ex5.c,PyDict_SetItemString,my_dict-19,<key3>,'Py_BuildValue'
5,GLOBAL,/home/labaccount/7-11-17/mlsa/test/test3/ex5.c,Py_BuildValue,undefined_num_of_arguments
6,GLOBAL,/home/labaccount/7-11-17/mlsa/test/test3/ex5.c,Py_BuildValue,undefined_num_of_arguments
7,GLOBAL,/home/labaccount/7-11-17/mlsa/test/test3/ex5.c,Py_BuildValue,undefined_num_of_arguments
8,GLOBAL,/home/labaccount/7-11-17/mlsa/test/test3/ex5.c,PyModule_AddObject,my_module-23,<my_dict>,my_dict-23
9,GLOBAL,/home/labaccount/7-11-17/mlsa/test/test3/ex5.c,Py_Initialize
10,GLOBAL,/home/labaccount/7-11-17/mlsa/test/test3/ex5.c,Py_Finalize
11,GLOBAL,/home/labaccount/7-11-17/mlsa/test/test3/ex5.c,PyRun_SimpleFileExFlags,fp-25,<ex5.py>,<0>,<0>
12,GLOBAL,/home/labaccount/7-11-17/mlsa/test/test3/ex5.c,PyImport_AddModule,<my_module>
