0x216d6b8,MEMBER,/home/labaccount/11-2-17/mlsa/IG/example/Prototype/Prototype.cpp,RecordFactory::createRecord,CAR
0x216d810,MEMBER,/home/labaccount/11-2-17/mlsa/IG/example/Prototype/Prototype.cpp,Record::print
0x216d8e8,MEMBER,/home/labaccount/11-2-17/mlsa/IG/example/Prototype/Prototype.cpp,RecordFactory::createRecord,BIKE
0x216d9b8,MEMBER,/home/labaccount/11-2-17/mlsa/IG/example/Prototype/Prototype.cpp,Record::print
0x216da90,MEMBER,/home/labaccount/11-2-17/mlsa/IG/example/Prototype/Prototype.cpp,RecordFactory::createRecord,PERSON
0x216db60,MEMBER,/home/labaccount/11-2-17/mlsa/IG/example/Prototype/Prototype.cpp,Record::print
