/home/labaccount/11-2-17/mlsa/IG/example/Time/Time.cpp,MEMBER,Time,3
/home/labaccount/11-2-17/mlsa/IG/example/Time/Time.cpp,MEMBER,getHour,0
/home/labaccount/11-2-17/mlsa/IG/example/Time/Time.cpp,MEMBER,setHour,1
/home/labaccount/11-2-17/mlsa/IG/example/Time/Time.cpp,MEMBER,getMinute,0
/home/labaccount/11-2-17/mlsa/IG/example/Time/Time.cpp,MEMBER,setMinute,1
/home/labaccount/11-2-17/mlsa/IG/example/Time/Time.cpp,MEMBER,getSecond,0
/home/labaccount/11-2-17/mlsa/IG/example/Time/Time.cpp,MEMBER,setSecond,1
/home/labaccount/11-2-17/mlsa/IG/example/Time/Time.cpp,MEMBER,setTime,3
/home/labaccount/11-2-17/mlsa/IG/example/Time/Time.cpp,MEMBER,print,0
/home/labaccount/11-2-17/mlsa/IG/example/Time/Tmain.cpp,GLOBAL,main,0
