0x3394690,GLOBAL,segmented_sieve,memset,segment,0,segment
0x3396218,GLOBAL,/home/labaccount/11-2-17/mlsa/IG/example/SegmentedSieve/SegmentedSieve.cpp,sieve
0x3398ce0,GLOBAL,/home/labaccount/11-2-17/mlsa/IG/example/SegmentedSieve/SegmentedSieve.cpp,segmented_sieve,a,b
