0x246a950,GLOBAL,/home/labaccount/11-2-17/mlsa/IG/example/V3-4/Binary.c,gettimeofday,UNOP,0
0x246ae10,GLOBAL,/home/labaccount/11-2-17/mlsa/IG/example/V3-4/Binary.c,binary1,n,a,k
0x246b060,GLOBAL,/home/labaccount/11-2-17/mlsa/IG/example/V3-4/Binary.c,gettimeofday,UNOP,0
0x246b310,GLOBAL,/home/labaccount/11-2-17/mlsa/IG/example/V3-4/Binary.c,printf,<< before=[%ld%ld] after=[%ld%ld]\n >>,before.tv_sec,before.tv_usec,after.tv_sec,after.tv_usec
0x246b600,GLOBAL,/home/labaccount/11-2-17/mlsa/IG/example/V3-4/Binary.c,printf,<< The difference is %ld\n >>,0x246b580
0x246b580,GLOBAL,/home/labaccount/11-2-17/mlsa/IG/example/V3-4/Binary.c,timediff,before,after
0x246b738,GLOBAL,/home/labaccount/11-2-17/mlsa/IG/example/V3-4/Binary.c,printf,<< ---------------------------------------------\n >>
0x246b8c8,GLOBAL,/home/labaccount/11-2-17/mlsa/IG/example/V3-4/Binary.c,gettimeofday,UNOP,0
0x246bd50,GLOBAL,/home/labaccount/11-2-17/mlsa/IG/example/V3-4/Binary.c,binary2,n,a,k
0x246bfa0,GLOBAL,/home/labaccount/11-2-17/mlsa/IG/example/V3-4/Binary.c,gettimeofday,UNOP,0
0x246c1e0,GLOBAL,/home/labaccount/11-2-17/mlsa/IG/example/V3-4/Binary.c,printf,<< before=[%ld%ld] after=[%ld%ld]\n >>,before.tv_sec,before.tv_usec,after.tv_sec,after.tv_usec
0x246c438,GLOBAL,/home/labaccount/11-2-17/mlsa/IG/example/V3-4/Binary.c,printf,<< The difference is %ld\n >>,0x246c3b8
0x246c3b8,GLOBAL,/home/labaccount/11-2-17/mlsa/IG/example/V3-4/Binary.c,timediff,before,after
