0x4403c90,MEMBER,/home/labaccount/11-2-17/mlsa/IG/example/AccessModifiers/AccessModifiers.cpp,Child::setId,81
0x4403d20,MEMBER,/home/labaccount/11-2-17/mlsa/IG/example/AccessModifiers/AccessModifiers.cpp,Child::displayId
