/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,1,/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,0x17ef100,GLOBAL,stringMerge,fopen,filename1,<< r >>
/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,1,/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,0x17ef370,GLOBAL,stringMerge,perror,<< fopen >>
/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,1,/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,0x17ef460,GLOBAL,stringMerge,exit,1
/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,1,/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,0x17ef5a8,GLOBAL,stringMerge,fopen,filename2,<< r >>
/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,1,/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,0x17ef7b0,GLOBAL,stringMerge,perror,<< fopen >>
/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,1,/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,0x17ef870,GLOBAL,stringMerge,exit,1
/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,1,/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,0x17ef9b8,GLOBAL,stringMerge,fopen,filename3,<< w >>
/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,1,/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,0x17efbc0,GLOBAL,stringMerge,perror,<< fopen >>
/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,1,/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,0x17efca8,GLOBAL,stringMerge,exit,1
/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,1,/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,0x17efeb0,GLOBAL,stringMerge,getlineE,fd1,buffer1,BINOP
/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,1,/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,0x17f0068,GLOBAL,stringMerge,getlineE,fd2,buffer2,BINOP
/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,1,/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,0x17f03e0,GLOBAL,stringMerge,strcmp,buffer1,buffer2
/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,1,/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,0x17f05e0,GLOBAL,stringMerge,fprintf,fd3,<< %s\n >>,buffer1
/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,1,/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,0x17f07a0,GLOBAL,stringMerge,getlineE,fd1,buffer1,BINOP
/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,1,/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,0x17f0920,GLOBAL,stringMerge,fprintf,fd3,<< %s\n >>,buffer2
/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,1,/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,0x17f0ae0,GLOBAL,stringMerge,getlineE,fd2,buffer2,BINOP
/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,1,/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,0x17f0e08,GLOBAL,stringMerge,fprintf,fd3,<< %s\n >>,buffer1
/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,1,/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,0x17f0fc8,GLOBAL,stringMerge,getlineE,fd1,buffer1,BINOP
/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,1,/home/labaccount/11-2-17/mlsa/IG/example/StringMerge/StringMerge.c,0x17f1280,GLOBAL,stringMerge,fprintf,fd3,<< %s\n >>,buffer2
