0x2806cf0,GLOBAL,knapSack,knapSack,W,wt,val,BINOP
0x28078e0,GLOBAL,knapSack,max,BINOP,0x2807420
0x28071d0,GLOBAL,knapSack,knapSack,BINOP,wt,val,BINOP
0x2807420,GLOBAL,knapSack,knapSack,W,wt,val,BINOP
0x280b398,GLOBAL,/home/labaccount/11-2-17/mlsa/IG/example/Knapsack/Knapsack.cpp,knapSack,W,wt,val,n
