0x23d2888,MEMBER,Time::setTime,Time::setHour,h
0x23d2948,MEMBER,Time::setTime,Time::setMinute,m
0x23d2a08,MEMBER,Time::setTime,Time::setSecond,s
0x23d3060,GLOBAL,Time::print,setfill
0x23d4d40,GLOBAL,Time::print,setw,2
0x23e6480,GLOBAL,Time::print,setw,2
0x23e7870,GLOBAL,Time::print,setw,2
0x23e9708,MEMBER,Time::nextSecond,Time::setSecond,0
0x23e97f8,MEMBER,Time::nextSecond,Time::setMinute,UNOP
0x23e99b8,MEMBER,Time::nextSecond,Time::setMinute,0
0x23e9aa8,MEMBER,Time::nextSecond,Time::setHour,UNOP
0x23e9c68,MEMBER,Time::nextSecond,Time::setHour,0
